Vendor Code,Master SKU,SKU,Channel,Channel SKU,Identifier,Status (Active / Inactive)
106-Niren Enterprise,IM287656SHIRT52 GREEN SALAD-8 Years-9 Years,SHIRT52 GREEN SALAD-8 Years-9 Years,Amazon,SHIRT52 GREEN SALAD-8 Years-9 Years,B0FQC8YJKB,Active
106-Niren Enterprise,IM332237SD RAMA ROSE 1-2Y,SD RAMA ROSE 1-2Y,Amazon,SD RAMA ROSE 1-2Y,B0G9SQYH53,Active
106-Niren Enterprise,IM201651SD89 GREEN LIAFY 8-9Y,SD89 GREEN LIAFY 8-9Y,Amazon,SD89 GREEN LIAFY 8-9Y,B0DQTMGB7L,Active
106-Niren Enterprise,IM278614SUNFLOWER 2-3Y,SUNFLOWER 2-3Y,Amazon,SUNFLOWER 2-3Y,B0FHL5CL59,Active
106-Niren Enterprise,IM278532SHIRT17 ORANGE FRENCHY (5-6Y),SHIRT17 ORANGE FRENCHY (5-6Y),Amazon,SHIRT17 ORANGE FRENCHY (5-6Y),B0FHBMKFGT,Active
106-Niren Enterprise,IM001946RED VELVET 3-4Y,RED VELVET 3-4Y,Amazon,RED VELVET 3-4Y,B0CTQV5XFV,Active
106-Niren Enterprise,IM317369SD YELLOW POTTO 5 -6Y,SD YELLOW POTTO 5 -6Y,Amazon,SD YELLOW POTTO 5 -6Y,B0G5GNJ854,Active
106-Niren Enterprise,IM001338BLACK BIRD FROCK 6-7 YEARS,BLACK BIRD FROCK 6-7 YEARS,Amazon,BLACK BIRD FROCK 6-7 YEARS,B0BTT4B81K,Active
106-Niren Enterprise,IM287633SHIRT53 CAMPA-2 Years-3 Years,SHIRT53 CAMPA-2 Years-3 Years,Amazon,SHIRT53 CAMPA-2 Years-3 Years,B0FQCD74QD,Active
106-Niren Enterprise,IM332163BLACK TEDDY SET 9-10Y,BLACK TEDDY SET 9-10Y,Amazon,BLACK TEDDY SET 9-10Y,B0GFFCGR8F,Active
106-Niren Enterprise,IM001685REDWING 9-10Y,REDWING 9-10Y,Amazon,REDWING 9-10Y,B0CWPBYZLJ,Active
106-Niren Enterprise,IM287652T-14 TIME-8 Years-9 Years-Black,T-14 TIME-8 Years-9 Years-Black,Amazon,T-14 TIME-8 Years-9 Years-Black,B0FQCC3C75,Active
106-Niren Enterprise,IM271426PEACH SITARA (6-7Y),PEACH SITARA (6-7Y),Amazon,PEACH SITARA (6-7Y),B0FD46ZVZZ,Active
106-Niren Enterprise,IM2716831036 MAROON (4-5 Years),1036 MAROON (4-5 Years),Amazon,1036 MAROON (4-5 Years),B0FCSJD4NF,Active
106-Niren Enterprise,IM317372RED LOKAH 9-10 Y,RED LOKAH 9-10 Y,Amazon,RED LOKAH 9-10 Y,B0G3HC8WBT,Active
106-Niren Enterprise,IM002335SABAR 3-4,SABAR 3-4,Amazon,SABAR 3-4,B0CRF2ZP4P,Active
106-Niren Enterprise,IM002629PINK BROADBILL 3-4Y,PINK BROADBILL 3-4Y,Amazon,PINK BROADBILL 3-4Y,B0CVXGM41N,Active
106-Niren Enterprise,IM001312LEAF BLUE ANGEL 3-4,LEAF BLUE ANGEL 3-4,Amazon,LEAF BLUE ANGEL 3-4,B0BCKJ9D3Q,Active
106-Niren Enterprise,IM332235WHITE FLOUNDER 3-4Y,WHITE FLOUNDER 3-4Y,Amazon,WHITE FLOUNDER 3-4Y,B0GF86S7SD,Active
106-Niren Enterprise,IM002626PINK BROADBILL 5-6Y,PINK BROADBILL 5-6Y,Amazon,PINK BROADBILL 5-6Y,B0CVXSM3LS,Active
106-Niren Enterprise,IM278548WHITE FORUM PARENT 1-2Y,WHITE FORUM PARENT 1-2Y,Amazon,WHITE FORUM PARENT 1-2Y,B0FHFSQPWR,Active
106-Niren Enterprise,IM1468751019 PURPLE 6-12M,1019 PURPLE 6-12M,Amazon,1019 PURPLE 6-12M,B0D37ZPPRM,Active
106-Niren Enterprise,IM317435SALONI 5-6Y,SALONI 5-6Y,Amazon,SALONI 5-6Y,B0G4H1NP39,Active
106-Niren Enterprise,IM223303TUCA 3-4Y,TUCA 3-4Y,Amazon,TUCA 3-4Y,B0DYP6Z4T5,Active
106-Niren Enterprise,IM001259MULTICOLOR DOTTED FROCK 2-3 YEARS,MULTICOLOR DOTTED FROCK 2-3 YEARS,Amazon,MULTICOLOR DOTTED FROCK 2-3 YEARS,B0BQR5S5L1,Active
